timestamp,hour,day_of_week,is_weekend,shift_id,ed_occupancy,ward_occupancy,icu_occupancy,active_nurses,active_doctors,arrivals_count,admissions_count,discharges_count,patients_in_queue,incoming_arrivals_next_4h
2026-01-08 05:00:00,5,Thursday,0,Night,16,99,15,20,5,3,2,8,0,17
2026-01-08 06:00:00,6,Thursday,0,Night,18,94,15,20,5,3,0,6,0,20
2026-01-08 07:00:00,7,Thursday,0,Day,19,92,15,35,10,4,0,5,4,22
2026-01-08 08:00:00,8,Thursday,0,Day,18,94,14,35,10,5,4,5,0,23
2026-01-08 09:00:00,9,Thursday,0,Day,23,93,14,35,10,5,0,1,3,25
2026-01-08 10:00:00,10,Thursday,0,Day,25,95,14,35,10,6,3,2,1,26
2026-01-08 11:00:00,11,Thursday,0,Day,29,95,14,35,10,6,1,2,2,28
2026-01-08 12:00:00,12,Thursday,0,Day,32,96,15,35,10,6,2,1,2,30
2026-01-08 13:00:00,13,Thursday,0,Day,33,98,15,35,10,7,2,4,0,31
2026-01-08 14:00:00,14,Thursday,0,Day,38,97,15,35,10,7,0,3,0,31
2026-01-08 15:00:00,15,Thursday,0,Evening,44,97,15,30,8,8,0,2,2,29
2026-01-08 16:00:00,16,Thursday,0,Evening,46,97,14,30,8,8,2,7,1,27
2026-01-08 17:00:00,17,Thursday,0,Evening,48,97,14,30,8,8,1,6,0,24
2026-01-08 18:00:00,18,Thursday,0,Evening,49,96,13,30,8,7,0,8,3,22
2026-01-08 19:00:00,19,Thursday,0,Evening,48,99,13,30,8,6,3,4,1,20
2026-01-08 20:00:00,20,Thursday,0,Evening,47,98,13,30,8,6,1,8,2,18
2026-01-08 21:00:00,21,Thursday,0,Evening,45,100,13,30,8,5,2,5,2,17
2026-01-08 22:00:00,22,Thursday,0,Evening,47,100,14,30,8,5,2,2,2,15
2026-01-08 23:00:00,23,Thursday,0,Night,43,101,14,20,5,4,2,7,4,14
2026-01-09 00:00:00,0,Friday,0,Night,39,104,14,20,5,4,4,5,1,12
2026-01-09 01:00:00,1,Friday,0,Night,36,105,14,20,5,4,1,6,3,11
2026-01-09 02:00:00,2,Friday,0,Night,29,107,14,20,5,3,3,8,1,11
2026-01-09 03:00:00,3,Friday,0,Night,25,107,13,20,5,3,1,8,0,12
2026-01-09 04:00:00,4,Friday,0,Night,23,107,13,20,5,2,0,4,3,15
2026-01-09 05:00:00,5,Friday,0,Night,21,107,14,20,5,3,3,4,3,18
2026-01-09 06:00:00,6,Friday,0,Night,20,108,14,20,5,3,3,3,1,21
2026-01-09 07:00:00,7,Friday,0,Day,21,109,14,35,10,4,1,2,1,23
2026-01-09 08:00:00,8,Friday,0,Day,23,106,14,35,10,5,1,6,2,24
2026-01-09 09:00:00,9,Friday,0,Day,24,108,14,35,10,6,2,3,1,25
2026-01-09 10:00:00,10,Friday,0,Day,28,108,14,35,10,6,1,2,1,27
2026-01-09 11:00:00,11,Friday,0,Day,32,107,14,35,10,6,1,3,3,29
2026-01-09 12:00:00,12,Friday,0,Day,34,110,14,35,10,6,3,1,2,31
2026-01-09 13:00:00,13,Friday,0,Day,39,110,14,35,10,7,2,2,0,32
2026-01-09 14:00:00,14,Friday,0,Day,45,108,13,35,10,8,0,5,1,31
2026-01-09 15:00:00,15,Friday,0,Evening,48,106,14,30,8,8,1,6,2,30
2026-01-09 16:00:00,16,Friday,0,Evening,51,108,13,30,8,8,2,4,2,28
2026-01-09 17:00:00,17,Friday,0,Evening,54,106,13,30,8,8,2,7,3,26
2026-01-09 18:00:00,18,Friday,0,Evening,51,109,12,30,8,7,3,8,4,24
2026-01-09 19:00:00,19,Friday,0,Evening,52,111,12,30,8,7,4,4,4,22
2026-01-09 20:00:00,20,Friday,0,Evening,51,113,12,30,8,6,4,5,4,20
2026-01-09 21:00:00,21,Friday,0,Evening,51,115,13,30,8,6,4,3,3,17
2026-01-09 22:00:00,22,Friday,0,Evening,45,116,13,30,8,5,3,10,1,15
2026-01-09 23:00:00,23,Friday,0,Night,42,116,13,20,5,5,1,8,2,12
2026-01-10 00:00:00,0,Saturday,1,Night,37,118,13,20,5,4,2,7,1,10
2026-01-10 01:00:00,1,Saturday,1,Night,36,118,13,20,5,3,1,4,2,9
2026-01-10 02:00:00,2,Saturday,1,Night,33,119,13,20,5,3,2,5,2,9
2026-01-10 03:00:00,3,Saturday,1,Night,31,117,13,20,5,2,2,6,2,11
2026-01-10 04:00:00,4,Saturday,1,Night,29,116,13,20,5,2,2,5,2,13
2026-01-10 05:00:00,5,Saturday,1,Night,27,117,13,20,5,2,2,3,1,16
2026-01-10 06:00:00,6,Saturday,1,Night,25,117,12,20,5,3,1,6,3,18
2026-01-10 07:00:00,7,Saturday,1,Day,23,120,11,35,10,4,3,4,3,19
2026-01-10 08:00:00,8,Saturday,1,Day,21,121,11,35,10,4,3,5,2,20
2026-01-10 09:00:00,9,Saturday,1,Day,22,121,12,35,10,5,2,3,1,21
2026-01-10 10:00:00,10,Saturday,1,Day,25,122,12,35,10,5,1,1,0,23
2026-01-10 11:00:00,11,Saturday,1,Day,29,121,12,35,10,5,0,2,0,25
2026-01-10 12:00:00,12,Saturday,1,Day,30,120,12,35,10,5,0,5,0,27
2026-01-10 13:00:00,13,Saturday,1,Day,34,119,12,35,10,6,0,3,1,28
2026-01-10 14:00:00,14,Saturday,1,Day,37,120,12,35,10,7,1,3,0,27
2026-01-10 15:00:00,15,Saturday,1,Evening,41,119,12,30,8,7,0,4,2,26
2026-01-10 16:00:00,16,Saturday,1,Evening,44,118,13,30,8,7,2,4,2,24
2026-01-10 17:00:00,17,Saturday,1,Evening,45,118,13,30,8,7,2,6,3,22
2026-01-10 18:00:00,18,Saturday,1,Evening,44,119,13,30,8,6,3,6,3,20
2026-01-10 19:00:00,19,Saturday,1,Evening,44,121,13,30,8,6,3,4,3,18
2026-01-10 20:00:00,20,Saturday,1,Evening,41,121,14,30,8,5,3,7,1,23
2026-01-10 21:00:00,21,Saturday,1,Evening,38,122,14,30,8,5,1,7,1,27
2026-01-10 22:00:00,22,Saturday,1,Evening,37,120,14,30,8,4,1,7,0,31
2026-01-10 23:00:00,23,Saturday,1,Night,32,116,14,20,5,4,0,13,4,33
2026-01-11 00:00:00,0,Sunday,1,Night,36,117,15,20,5,10,4,4,1,29
2026-01-11 01:00:00,1,Sunday,1,Night,42,117,15,20,5,9,1,3,1,26
2026-01-11 02:00:00,2,Sunday,1,Night,48,115,15,20,5,8,1,4,2,26
2026-01-11 03:00:00,3,Sunday,1,Night,49,115,14,20,5,6,2,6,1,30
2026-01-11 04:00:00,4,Sunday,1,Night,49,116,14,20,5,6,1,5,1,28
2026-01-11 05:00:00,5,Sunday,1,Night,46,114,13,20,5,6,1,12,2,27
2026-01-11 06:00:00,6,Sunday,1,Night,49,114,14,20,5,8,2,4,1,24
2026-01-11 07:00:00,7,Sunday,1,Day,54,114,14,35,10,10,1,5,4,19
2026-01-11 08:00:00,8,Sunday,1,Day,51,115,14,35,10,4,4,6,4,20
2026-01-11 09:00:00,9,Sunday,1,Day,45,118,15,35,10,5,4,7,3,21
2026-01-11 10:00:00,10,Sunday,1,Day,41,117,16,35,10,5,3,9,3,22
2026-01-11 11:00:00,11,Sunday,1,Day,39,118,16,35,10,5,3,6,3,24
2026-01-11 12:00:00,12,Sunday,1,Day,37,121,16,35,10,5,3,4,2,26
2026-01-11 13:00:00,13,Sunday,1,Day,35,122,16,35,10,6,2,7,1,27
2026-01-11 14:00:00,14,Sunday,1,Day,36,123,16,35,10,6,1,4,1,27
2026-01-11 15:00:00,15,Sunday,1,Evening,38,122,16,30,8,7,1,6,1,25
2026-01-11 16:00:00,16,Sunday,1,Evening,41,122,16,30,8,7,1,4,0,23
2026-01-11 17:00:00,17,Sunday,1,Evening,40,120,16,30,8,7,0,10,1,21
2026-01-11 18:00:00,18,Sunday,1,Evening,42,121,16,30,8,6,1,3,0,19
2026-01-11 19:00:00,19,Sunday,1,Evening,43,119,15,30,8,5,0,7,2,18
2026-01-11 20:00:00,20,Sunday,1,Evening,41,119,15,30,8,5,2,7,2,17
2026-01-11 21:00:00,21,Sunday,1,Evening,40,117,15,30,8,5,2,8,1,16
2026-01-11 22:00:00,22,Sunday,1,Evening,40,118,15,30,8,4,1,3,4,15
2026-01-11 23:00:00,23,Sunday,1,Night,36,119,17,20,5,4,4,5,4,14
2026-01-12 00:00:00,0,Monday,0,Night,29,122,15,20,5,4,4,10,0,12
2026-01-12 01:00:00,1,Monday,0,Night,30,119,14,20,5,4,0,7,0,11
2026-01-12 02:00:00,2,Monday,0,Night,30,119,14,20,5,3,0,3,3,11
2026-01-12 03:00:00,3,Monday,0,Night,24,121,14,20,5,3,3,7,0,12
2026-01-12 04:00:00,4,Monday,0,Night,24,121,14,20,5,2,0,2,2,15
2026-01-12 05:00:00,5,Monday,0,Night,21,122,15,20,5,3,2,4,0,18
2026-01-12 06:00:00,6,Monday,0,Night,19,121,15,20,5,3,0,6,0,21
2026-01-12 07:00:00,7,Monday,0,Day,22,118,15,35,10,4,0,4,2,23
2026-01-12 08:00:00,8,Monday,0,Day,24,119,14,35,10,5,2,3,2,24
2026-01-12 09:00:00,9,Monday,0,Day,28,120,14,35,10,6,2,1,0,25
2026-01-12 10:00:00,10,Monday,0,Day,33,120,14,35,10,6,0,1,2,27
2026-01-12 11:00:00,11,Monday,0,Day,34,122,14,35,10,6,2,3,0,29
2026-01-12 12:00:00,12,Monday,0,Day,37,122,14,35,10,6,0,3,1,32
2026-01-12 13:00:00,13,Monday,0,Day,36,123,14,35,10,7,1,7,2,33
2026-01-12 14:00:00,14,Monday,0,Day,41,122,16,35,10,8,2,2,1,32
2026-01-12 15:00:00,15,Monday,0,Evening,44,122,16,30,8,8,1,5,0,31
2026-01-12 16:00:00,16,Monday,0,Evening,50,119,16,30,8,9,0,6,1,28
2026-01-12 17:00:00,17,Monday,0,Evening,53,118,17,30,8,8,1,5,2,26
2026-01-12 18:00:00,18,Monday,0,Evening,55,118,16,30,8,7,2,6,6,24
2026-01-12 19:00:00,19,Monday,0,Evening,50,120,16,30,8,7,6,10,2,22
2026-01-12 20:00:00,20,Monday,0,Evening,48,121,16,30,8,6,2,7,0,20
2026-01-12 21:00:00,21,Monday,0,Evening,52,120,15,30,8,6,0,4,3,18
2026-01-12 22:00:00,22,Monday,0,Evening,49,120,16,30,8,5,3,7,4,16
2026-01-12 23:00:00,23,Monday,0,Night,46,122,16,20,5,5,4,6,4,14
2026-01-13 00:00:00,0,Tuesday,0,Night,42,124,16,20,5,4,4,6,3,12
2026-01-13 01:00:00,1,Tuesday,0,Night,36,127,15,20,5,4,3,8,2,11
2026-01-13 02:00:00,2,Tuesday,0,Night,32,126,15,20,5,3,2,8,4,11
2026-01-13 03:00:00,3,Tuesday,0,Night,28,130,14,20,5,3,4,4,0,12
2026-01-13 04:00:00,4,Tuesday,0,Night,29,129,14,20,5,2,0,2,3,15
2026-01-13 05:00:00,5,Tuesday,0,Night,25,131,12,20,5,3,3,7,1,17
2026-01-13 06:00:00,6,Tuesday,0,Night,26,130,12,20,5,3,1,3,2,20
2026-01-13 07:00:00,7,Tuesday,0,Day,22,129,12,35,10,4,2,9,0,22
2026-01-13 08:00:00,8,Tuesday,0,Day,22,128,12,35,10,5,0,6,2,23
2026-01-13 09:00:00,9,Tuesday,0,Day,22,130,12,35,10,5,2,3,0,25
2026-01-13 10:00:00,10,Tuesday,0,Day,26,127,9,35,10,6,0,8,0,26
2026-01-13 11:00:00,11,Tuesday,0,Day,32,125,9,35,10,6,0,2,1,28
2026-01-13 12:00:00,12,Tuesday,0,Day,34,125,9,35,10,6,1,4,0,30
2026-01-13 13:00:00,13,Tuesday,0,Day,35,123,9,35,10,7,0,8,0,31
2026-01-13 14:00:00,14,Tuesday,0,Day,40,118,9,35,10,7,0,7,2,31
2026-01-13 15:00:00,15,Tuesday,0,Evening,43,118,10,30,8,8,2,4,0,29
2026-01-13 16:00:00,16,Tuesday,0,Evening,46,114,10,30,8,8,0,9,3,27
