timestamp,hour,day_of_week,is_weekend,shift_id,ed_occupancy,ward_occupancy,icu_occupancy,active_nurses,active_doctors,arrivals_count,admissions_count,discharges_count,patients_in_queue,incoming_arrivals_next_4h
2026-01-01 19:00:00,19,Thursday,0,Evening,50,22,9,30,8,9,5,4,4,23
2026-01-01 20:00:00,20,Thursday,0,Evening,50,22,10,30,8,8,1,3,9,19
2026-01-01 21:00:00,21,Thursday,0,Evening,50,21,10,30,8,2,1,8,3,15
2026-01-01 22:00:00,22,Thursday,0,Evening,50,22,13,30,8,6,4,0,9,6
2026-01-01 23:00:00,23,Thursday,0,Night,50,22,13,20,5,4,0,4,9,9
2026-01-02 00:00:00,0,Friday,0,Night,50,24,13,20,5,5,2,4,10,8
2026-01-02 01:00:00,1,Friday,0,Night,50,24,14,20,5,6,2,6,10,6
2026-01-02 02:00:00,2,Friday,0,Night,50,24,15,20,5,3,1,1,12,6
2026-01-02 03:00:00,3,Friday,0,Night,50,25,15,20,5,4,1,2,14,8
2026-01-02 04:00:00,4,Friday,0,Night,50,23,15,20,5,3,0,2,15,3
2026-01-02 05:00:00,5,Friday,0,Night,50,25,15,20,5,1,3,5,11,12
2026-01-02 06:00:00,6,Friday,0,Night,50,26,16,20,5,1,2,1,11,17
2026-01-02 07:00:00,7,Friday,0,Day,50,26,16,35,10,2,0,1,12,46
2026-01-02 08:00:00,8,Friday,0,Day,50,26,16,35,10,4,1,3,13,20
2026-01-02 09:00:00,9,Friday,0,Day,50,26,15,35,10,4,0,3,14,31
2026-01-02 10:00:00,10,Friday,0,Day,50,27,15,35,10,8,1,4,18,49
2026-01-02 11:00:00,11,Friday,0,Day,50,26,15,35,10,6,0,1,23,37
2026-01-02 12:00:00,12,Friday,0,Day,50,26,15,35,10,7,1,6,24,36
2026-01-02 13:00:00,13,Friday,0,Day,50,26,15,35,10,4,0,0,28,31
2026-01-02 14:00:00,14,Friday,0,Day,50,26,15,35,10,14,0,2,40,47
2026-01-02 15:00:00,15,Friday,0,Evening,50,25,16,30,8,6,2,3,43,53
2026-01-02 16:00:00,16,Friday,0,Evening,50,26,15,30,8,11,1,2,52,37
2026-01-02 17:00:00,17,Friday,0,Evening,50,28,15,30,8,10,2,2,60,22
2026-01-02 18:00:00,18,Friday,0,Evening,50,28,15,30,8,6,0,1,65,40
2026-01-02 19:00:00,19,Friday,0,Evening,50,27,17,30,8,5,2,1,69,21
2026-01-02 20:00:00,20,Friday,0,Evening,50,28,19,30,8,10,3,0,79,24
2026-01-02 21:00:00,21,Friday,0,Evening,50,29,19,30,8,4,1,0,83,16
2026-01-02 22:00:00,22,Friday,0,Evening,50,28,20,30,8,5,1,2,86,21
2026-01-02 23:00:00,23,Friday,0,Night,50,28,19,20,5,2,0,1,87,5
2026-01-03 00:00:00,0,Saturday,1,Night,50,28,19,20,5,3,0,0,90,17
2026-01-03 01:00:00,1,Saturday,1,Night,50,28,19,20,5,5,0,0,95,11
2026-01-03 02:00:00,2,Saturday,1,Night,50,28,18,20,5,5,0,1,99,8
2026-01-03 03:00:00,3,Saturday,1,Night,50,28,20,20,5,1,2,0,100,12
2026-01-03 04:00:00,4,Saturday,1,Night,50,28,20,20,5,4,1,1,103,12
2026-01-03 05:00:00,5,Saturday,1,Night,50,26,20,20,5,0,0,2,101,14
2026-01-03 06:00:00,6,Saturday,1,Night,50,26,20,20,5,0,1,1,100,20
2026-01-03 07:00:00,7,Saturday,1,Day,50,26,20,35,10,2,1,0,102,24
2026-01-03 08:00:00,8,Saturday,1,Day,50,25,20,35,10,3,0,1,104,44
2026-01-03 09:00:00,9,Saturday,1,Day,50,25,20,35,10,8,2,1,111,26
2026-01-03 10:00:00,10,Saturday,1,Day,50,25,20,35,10,12,0,1,122,29
2026-01-03 11:00:00,11,Saturday,1,Day,50,23,20,35,10,3,0,2,123,32
2026-01-03 12:00:00,12,Saturday,1,Day,50,24,20,35,10,10,1,0,133,23
2026-01-03 13:00:00,13,Saturday,1,Day,50,25,20,35,10,8,1,0,141,31
2026-01-03 14:00:00,14,Saturday,1,Day,50,26,20,35,10,7,1,0,148,34
2026-01-03 15:00:00,15,Saturday,1,Evening,50,27,20,30,8,6,1,0,154,30
2026-01-03 16:00:00,16,Saturday,1,Evening,50,27,20,30,8,12,1,1,165,23
2026-01-03 17:00:00,17,Saturday,1,Evening,50,25,20,30,8,2,0,2,165,31
2026-01-03 18:00:00,18,Saturday,1,Evening,50,25,20,30,8,2,0,0,167,28
2026-01-03 19:00:00,19,Saturday,1,Evening,50,23,20,30,8,6,1,2,171,7
2026-01-03 20:00:00,20,Saturday,1,Evening,50,23,20,30,8,6,0,0,177,15
2026-01-03 21:00:00,21,Saturday,1,Evening,50,21,20,30,8,2,1,2,177,11
2026-01-03 22:00:00,22,Saturday,1,Evening,50,22,20,30,8,7,2,2,182,20
2026-01-03 23:00:00,23,Saturday,1,Night,50,22,20,20,5,2,0,0,184,5
2026-01-04 00:00:00,0,Sunday,1,Night,50,21,20,20,5,2,2,2,184,15
2026-01-04 01:00:00,1,Sunday,1,Night,50,22,20,20,5,8,2,0,192,7
2026-01-04 02:00:00,2,Sunday,1,Night,50,21,20,20,5,4,0,1,195,9
2026-01-04 03:00:00,3,Sunday,1,Night,50,21,20,20,5,1,1,1,195,7
2026-01-04 04:00:00,4,Sunday,1,Night,50,21,20,20,5,1,0,0,196,12
2026-01-04 05:00:00,5,Sunday,1,Night,50,22,20,20,5,1,2,0,197,19
2026-01-04 06:00:00,6,Sunday,1,Night,50,21,20,20,5,0,0,1,196,32
2026-01-04 07:00:00,7,Sunday,1,Day,50,21,20,35,10,1,0,0,197,14
2026-01-04 08:00:00,8,Sunday,1,Day,50,21,20,35,10,1,0,1,197,26
2026-01-04 09:00:00,9,Sunday,1,Day,50,22,20,35,10,4,1,0,201,32
2026-01-04 10:00:00,10,Sunday,1,Day,50,20,20,35,10,0,0,2,199,35
2026-01-04 11:00:00,11,Sunday,1,Day,50,19,20,35,10,7,0,2,204,39
2026-01-04 12:00:00,12,Sunday,1,Day,50,19,20,35,10,6,0,0,210,20
2026-01-04 13:00:00,13,Sunday,1,Day,50,21,20,35,10,8,2,2,216,44
2026-01-04 14:00:00,14,Sunday,1,Day,50,22,20,35,10,3,1,1,218,46
2026-01-04 15:00:00,15,Sunday,1,Evening,50,20,20,30,8,11,2,2,227,16
2026-01-04 16:00:00,16,Sunday,1,Evening,50,20,20,30,8,8,0,0,235,35
2026-01-04 17:00:00,17,Sunday,1,Evening,50,20,20,30,8,12,0,0,247,31
2026-01-04 18:00:00,18,Sunday,1,Evening,50,19,20,30,8,3,0,3,247,19
2026-01-04 19:00:00,19,Sunday,1,Evening,50,19,20,30,8,5,2,2,250,21
2026-01-04 20:00:00,20,Sunday,1,Evening,50,19,20,30,8,5,0,0,255,16
2026-01-04 21:00:00,21,Sunday,1,Evening,50,20,20,30,8,4,1,1,258,9
2026-01-04 22:00:00,22,Sunday,1,Evening,50,19,20,30,8,3,2,1,260,8
2026-01-04 23:00:00,23,Sunday,1,Night,50,18,20,20,5,1,1,2,259,10
2026-01-05 00:00:00,0,Monday,0,Night,50,17,20,20,5,2,1,1,260,15
2026-01-05 01:00:00,1,Monday,0,Night,50,17,20,20,5,2,1,0,262,10
2026-01-05 02:00:00,2,Monday,0,Night,50,17,20,20,5,5,1,0,267,7
2026-01-05 03:00:00,3,Monday,0,Night,50,18,20,20,5,2,1,2,267,8
2026-01-05 04:00:00,4,Monday,0,Night,50,17,20,20,5,3,0,3,267,5
2026-01-05 05:00:00,5,Monday,0,Night,50,16,20,20,5,0,0,2,265,13
2026-01-05 06:00:00,6,Monday,0,Night,50,16,20,20,5,0,1,1,264,23
2026-01-05 07:00:00,7,Monday,0,Day,50,17,20,35,10,4,1,0,268,22
2026-01-05 08:00:00,8,Monday,0,Day,50,18,20,35,10,7,2,1,274,38
2026-01-05 09:00:00,9,Monday,0,Day,50,17,20,35,10,1,2,1,274,41
2026-01-05 10:00:00,10,Monday,0,Day,50,17,20,35,10,2,1,0,276,15
2026-01-05 11:00:00,11,Monday,0,Day,50,15,20,35,10,12,2,2,286,23
2026-01-05 12:00:00,12,Monday,0,Day,50,16,20,35,10,10,1,1,295,43
2026-01-05 13:00:00,13,Monday,0,Day,50,16,20,35,10,5,1,0,300,37
2026-01-05 14:00:00,14,Monday,0,Day,50,16,20,35,10,6,1,0,306,27
2026-01-05 15:00:00,15,Monday,0,Evening,50,16,20,30,8,13,0,1,318,54
2026-01-05 16:00:00,16,Monday,0,Evening,50,16,20,30,8,6,1,1,323,34
2026-01-05 17:00:00,17,Monday,0,Evening,50,16,20,30,8,17,0,0,340,24
2026-01-05 18:00:00,18,Monday,0,Evening,50,16,20,30,8,6,0,0,346,27
2026-01-05 19:00:00,19,Monday,0,Evening,50,16,20,30,8,7,0,0,353,31
2026-01-05 20:00:00,20,Monday,0,Evening,50,17,20,30,8,10,1,0,363,9
2026-01-05 21:00:00,21,Monday,0,Evening,50,17,20,30,8,11,1,0,374,17
2026-01-05 22:00:00,22,Monday,0,Evening,50,17,20,30,8,4,0,2,376,20
2026-01-05 23:00:00,23,Monday,0,Night,50,16,20,20,5,8,0,2,382,10
2026-01-06 00:00:00,0,Tuesday,0,Night,50,16,20,20,5,4,0,2,384,8
2026-01-06 01:00:00,1,Tuesday,0,Night,50,16,20,20,5,2,1,0,386,5
2026-01-06 02:00:00,2,Tuesday,0,Night,50,15,20,20,5,6,2,2,390,11
2026-01-06 03:00:00,3,Tuesday,0,Night,50,15,20,20,5,1,1,0,391,10
2026-01-06 04:00:00,4,Tuesday,0,Night,50,15,20,20,5,0,2,0,391,2
2026-01-06 05:00:00,5,Tuesday,0,Night,50,14,20,20,5,1,0,1,391,14
2026-01-06 06:00:00,6,Tuesday,0,Night,50,14,20,20,5,3,0,1,393,25
2026-01-06 07:00:00,7,Tuesday,0,Day,50,15,20,35,10,2,1,0,395,19
2026-01-06 08:00:00,8,Tuesday,0,Day,50,16,20,35,10,4,1,0,399,25
2026-01-06 09:00:00,9,Tuesday,0,Day,50,15,20,35,10,14,0,1,412,32
2026-01-06 10:00:00,10,Tuesday,0,Day,50,15,20,35,10,13,0,0,425,31
2026-01-06 11:00:00,11,Tuesday,0,Day,50,15,20,35,10,7,0,0,432,41
2026-01-06 12:00:00,12,Tuesday,0,Day,50,15,20,35,10,11,1,1,442,36
2026-01-06 13:00:00,13,Tuesday,0,Day,50,14,20,35,10,12,1,1,453,39
2026-01-06 14:00:00,14,Tuesday,0,Day,50,14,20,35,10,8,0,0,461,35
2026-01-06 15:00:00,15,Tuesday,0,Evening,50,14,20,30,8,17,0,0,478,45
2026-01-06 16:00:00,16,Tuesday,0,Evening,50,12,20,30,8,6,1,2,482,30
2026-01-06 17:00:00,17,Tuesday,0,Evening,50,12,20,30,8,12,0,0,494,29
2026-01-06 18:00:00,18,Tuesday,0,Evening,50,12,20,30,8,6,0,0,500,31
2026-01-06 19:00:00,19,Tuesday,0,Evening,50,12,20,30,8,6,2,1,505,19
2026-01-06 20:00:00,20,Tuesday,0,Evening,50,12,20,30,8,1,0,0,506,20
2026-01-06 21:00:00,21,Tuesday,0,Evening,50,11,20,30,8,9,0,1,514,9
2026-01-06 22:00:00,22,Tuesday,0,Evening,50,12,20,30,8,1,1,0,515,7
2026-01-06 23:00:00,23,Tuesday,0,Night,50,11,20,20,5,3,0,1,517,20
2026-01-07 00:00:00,0,Wednesday,0,Night,50,12,20,20,5,4,1,0,521,4
2026-01-07 01:00:00,1,Wednesday,0,Night,50,13,20,20,5,3,1,0,524,9
2026-01-07 02:00:00,2,Wednesday,0,Night,50,13,20,20,5,7,1,0,531,8
2026-01-07 03:00:00,3,Wednesday,0,Night,50,13,20,20,5,5,0,0,536,5
2026-01-07 04:00:00,4,Wednesday,0,Night,50,13,20,20,5,0,0,0,536,3
2026-01-07 05:00:00,5,Wednesday,0,Night,50,12,20,20,5,3,0,1,538,16
2026-01-07 06:00:00,6,Wednesday,0,Night,50,12,20,20,5,0,0,0,538,16
2026-01-07 07:00:00,7,Wednesday,0,Day,50,12,20,35,10,1,0,0,539,21
2026-01-07 08:00:00,8,Wednesday,0,Day,50,11,20,35,10,3,1,2,540,40
2026-01-07 09:00:00,9,Wednesday,0,Day,50,10,20,35,10,8,0,1,547,39
2026-01-07 10:00:00,10,Wednesday,0,Day,50,9,20,35,10,4,0,1,550,43
2026-01-07 11:00:00,11,Wednesday,0,Day,50,10,20,35,10,6,1,1,555,34
2026-01-07 12:00:00,12,Wednesday,0,Day,50,10,20,35,10,5,1,1,559,31
2026-01-07 13:00:00,13,Wednesday,0,Day,50,10,20,35,10,3,0,0,562,36
2026-01-07 14:00:00,14,Wednesday,0,Day,50,11,20,35,10,8,3,0,570,35
2026-01-07 15:00:00,15,Wednesday,0,Evening,50,11,20,30,8,4,0,0,574,22
2026-01-07 16:00:00,16,Wednesday,0,Evening,50,12,20,30,8,11,1,0,585,35
2026-01-07 17:00:00,17,Wednesday,0,Evening,50,12,20,30,8,12,0,0,597,22
2026-01-07 18:00:00,18,Wednesday,0,Evening,50,12,20,30,8,12,0,0,609,12
2026-01-07 19:00:00,19,Wednesday,0,Evening,50,12,20,30,8,8,0,0,617,14
2026-01-07 20:00:00,20,Wednesday,0,Evening,50,12,20,30,8,6,0,1,622,11
2026-01-07 21:00:00,21,Wednesday,0,Evening,50,12,20,30,8,5,0,0,627,13
2026-01-07 22:00:00,22,Wednesday,0,Evening,50,12,20,30,8,9,0,0,636,13
2026-01-07 23:00:00,23,Wednesday,0,Night,50,13,20,20,5,8,1,0,644,13
